"#Index","Key","MsgJp","MsgEn","GmdPath","ArcPath","ArcName","ReadIndex"
"2","q21017023_00_619","<NAME AREA>のエリアマスターは
覚者へ相談したい事があるらしい","The Area Master of <NAME AREA>
would like to seek counsel from the Arisen.","ui\00_message\quest_info\q21017023_00.gmd","\quest\q21017023.arc","q21017023.arc","2"
"6","q29999994_00_804","依頼者に報告する","Report to the requester","ui\00_message\quest_info\q29999994_00.gmd","\quest\q29999994.arc","q29999994.arc","6"
"5","q29999994_00_828","発見した敵を討伐する","Defeat the found enemy","ui\00_message\quest_info\q29999994_00.gmd","\quest\q29999994.arc","q29999994.arc","5"
"4","q29999994_00_838","指定された敵を探す","Search for the specified enemy","ui\00_message\quest_info\q29999994_00.gmd","\quest\q29999994.arc","q29999994.arc","4"
"0","q29999995_00_297","クエスト検証用ID７","unused","ui\00_message\quest_info\q29999995_00.gmd","\quest\q29999995.arc","q29999995.arc","0"
"1","q29999995_00_297","【連続討伐クエスト】
エリアマスターの願いを聞き入れ
ダンジョン付近にて起きている問題を調査する","【Consecutive Subjugation Quest】
Grant the wish of the Area Master
and investigate the issues
occurring near the dungeon.","ui\00_message\quest_info\q29999995_00.gmd","\quest\q29999995.arc","q29999995.arc","1"
"2","q29999995_00_297","<NAME AREA>のエリアマスターが
ダンジョン付近の不穏な空気を警戒しているようだ","The Area Master of <NAME AREA>
is wary to the unrest near the dungeon.","ui\00_message\quest_info\q29999995_00.gmd","\quest\q29999995.arc","q29999995.arc","2"
"3","q29999995_00_297","１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７","１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７","ui\00_message\quest_info\q29999995_00.gmd","\quest\q29999995.arc","q29999995.arc","3"
"4","q29999995_00_1161","指定された場所を調べる","Investigate the specified location","ui\00_message\quest_info\q29999995_00.gmd","\quest\q29999995.arc","q29999995.arc","4"
"5","q29999995_00_1162","遭遇した魔物を討伐する","Defeat the encountered demons","ui\00_message\quest_info\q29999995_00.gmd","\quest\q29999995.arc","q29999995.arc","5"
"6","q29999995_00_1163","指定されたダンジョン内を捜索する","Search within the specified dungeon","ui\00_message\quest_info\q29999995_00.gmd","\quest\q29999995.arc","q29999995.arc","6"
"7","q29999995_00_1164","ダンジョン内の各所の魔物を討伐する（残り３）","Defeat the monsters at locations in the dungeon
(3 left)","ui\00_message\quest_info\q29999995_00.gmd","\quest\q29999995.arc","q29999995.arc","7"
"10","q29999995_00_1165","エリアマスターに経緯を報告する","Report to the Area Master","ui\00_message\quest_info\q29999995_00.gmd","\quest\q29999995.arc","q29999995.arc","10"
"8","q29999995_00_1184","ダンジョン内の各所の魔物を討伐する（残り２）","Defeat the monsters at locations in the dungeon
(2 left)","ui\00_message\quest_info\q29999995_00.gmd","\quest\q29999995.arc","q29999995.arc","8"
"9","q29999995_00_1185","ダンジョン内の各所の魔物を討伐する（残り１）","Defeat the monsters at locations in the dungeon
(1 left)","ui\00_message\quest_info\q29999995_00.gmd","\quest\q29999995.arc","q29999995.arc","9"
"0","q29999996_00_298","クエスト検証用ID８","unused","ui\00_message\quest_info\q29999996_00.gmd","\quest\q29999996.arc","q29999996.arc","0"
"1","q29999996_00_298","【討伐クエスト】
エリアに出現した怪しい魔物を探し
問題の原因となる敵を討伐する","【Subjugation Quest】
Search for suspicious monsters in the area
and defeat the enemy causing the problem.","ui\00_message\quest_info\q29999996_00.gmd","\quest\q29999996.arc","q29999996.arc","1"
"2","q29999996_00_298","<NAME AREA>には今、怪しい気配のする
魔物たちが出現しているらしい","In <NAME AREA> right now, 
there seems to be a suspicious presence
of enemy creatures.","ui\00_message\quest_info\q29999996_00.gmd","\quest\q29999996.arc","q29999996.arc","2"
"3","q29999996_00_298","１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７","１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７","ui\00_message\quest_info\q29999996_00.gmd","\quest\q29999996.arc","q29999996.arc","3"
"4","q29999996_00_1171","遭遇した魔物を討伐する","Defeat the encountered demons","ui\00_message\quest_info\q29999996_00.gmd","\quest\q29999996.arc","q29999996.arc","4"
"5","q29999996_00_1172","新たに現れた魔物を即時討伐して報酬を獲得","Get rewards by instantly defeating
newly appearing monsters","ui\00_message\quest_info\q29999996_00.gmd","\quest\q29999996.arc","q29999996.arc","5"
"6","q29999996_00_1173","残る魔物を討伐する","Defeat the remaining demons","ui\00_message\quest_info\q29999996_00.gmd","\quest\q29999996.arc","q29999996.arc","6"
"0","q29999997_00_296","クエスト検証用ID９","unused","ui\00_message\quest_info\q29999997_00.gmd","\quest\q29999997.arc","q29999997.arc","0"
"1","q29999997_00_296","【納品討伐クエスト】
依頼者に高価なアイテムを渡し
珍しい敵の居場所を聞き出す","【Delivery Hunt Quest】
Hand over a valuable item to the client
and locate the whereabouts of a rare enemy.","ui\00_message\quest_info\q29999997_00.gmd","\quest\q29999997.arc","q29999997.arc","1"
"2","q29999997_00_296","<NAME AREA>にいる何者かが
エリア内で取得できる珍しいアイテムを求めている","Someone in the <NAME AREA> is searching
for rare items that can be found within the area.","ui\00_message\quest_info\q29999997_00.gmd","\quest\q29999997.arc","q29999997.arc","2"
"3","q29999997_00_296","１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７","１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７","ui\00_message\quest_info\q29999997_00.gmd","\quest\q29999997.arc","q29999997.arc","3"
"4","q29999997_00_1166","＜<SQDI NAME>＞を＜<SQDI NUM>＞個、依頼者に渡す（残り:<SQDI DNUM>）","Deliver <SQDI NUM> <SQDI NAME> to the requester (need: <SQDI DNUM>)","ui\00_message\quest_info\q29999997_00.gmd","\quest\q29999997.arc","q29999997.arc","4"
"5","q29999997_00_1167","指定された場所へ魔物を探しに行く","Go to the designated location to search for enemy","ui\00_message\quest_info\q29999997_00.gmd","\quest\q29999997.arc","q29999997.arc","5"
"6","q29999997_00_1168","発見した魔物を討伐する","Defeat the found demons","ui\00_message\quest_info\q29999997_00.gmd","\quest\q29999997.arc","q29999997.arc","6"
"7","q29999997_00_1169","依頼者に報告する","Report to the requester","ui\00_message\quest_info\q29999997_00.gmd","\quest\q29999997.arc","q29999997.arc","7"
"0","q29999998_00_295","2.2GM戦闘仮組","2.2 GM Combat Tentative Group","ui\00_message\quest_info\q29999998_00.gmd","\quest\q29999998.arc","q29999998.arc","0"
"1","q29999998_00_295","【納品討伐クエスト】
依頼者に高価なアイテムを渡し
珍しい敵の居場所を聞き出す","【Delivery Hunt Quest】
Hand over a valuable item to the client
and locate the whereabouts of a rare enemy.","ui\00_message\quest_info\q29999998_00.gmd","\quest\q29999998.arc","q29999998.arc","1"
"2","q29999998_00_295","<NAME AREA>にいる何者かが
エリア内で取得できる珍しいアイテムを求めている","Someone in the <NAME AREA> is searching
for rare items that can be found within the area.","ui\00_message\quest_info\q29999998_00.gmd","\quest\q29999998.arc","q29999998.arc","2"
"3","q29999998_00_295","１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７","１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７","ui\00_message\quest_info\q29999998_00.gmd","\quest\q29999998.arc","q29999998.arc","3"
"4","q29999998_00_1166","＜<SQDI NAME>＞を＜<SQDI NUM>＞個、依頼者に渡す（残り:<SQDI DNUM>）","Deliver <SQDI NUM> <SQDI NAME> to the requester (need: <SQDI DNUM>)","ui\00_message\quest_info\q29999998_00.gmd","\quest\q29999998.arc","q29999998.arc","4"
"5","q29999998_00_1167","指定された場所へ魔物を探しに行く","Go to the designated location to search for enemy","ui\00_message\quest_info\q29999998_00.gmd","\quest\q29999998.arc","q29999998.arc","5"
"6","q29999998_00_1168","発見した魔物を討伐する","Defeat the found demons","ui\00_message\quest_info\q29999998_00.gmd","\quest\q29999998.arc","q29999998.arc","6"
"7","q29999998_00_1169","依頼者に報告する","Report to the requester","ui\00_message\quest_info\q29999998_00.gmd","\quest\q29999998.arc","q29999998.arc","7"
"0","q29999999_00_294","2.3ダンジョンクエスト検証用","unused","ui\00_message\quest_info\q29999999_00.gmd","\quest\q29999999.arc","q29999999.arc","0"
"1","q29999999_00_294","【連続討伐クエスト】
エリアマスターの願いを聞き入れ
ダンジョン付近にて起きている問題を調査する","【Consecutive Subjugation Quest】
Grant the wish of the Area Master
and investigate the issues
occurring near the dungeon.","ui\00_message\quest_info\q29999999_00.gmd","\quest\q29999999.arc","q29999999.arc","1"
"2","q29999999_00_294","<NAME AREA>のエリアマスターが
ダンジョン付近の不穏な空気を警戒しているようだ","The Area Master of <NAME AREA>
is wary to the unrest near the dungeon.","ui\00_message\quest_info\q29999999_00.gmd","\quest\q29999999.arc","q29999999.arc","2"
"3","q29999999_00_294","１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７","１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７","ui\00_message\quest_info\q29999999_00.gmd","\quest\q29999999.arc","q29999999.arc","3"
"4","q29999999_00_1161","指定された場所を調べる","Investigate the specified location","ui\00_message\quest_info\q29999999_00.gmd","\quest\q29999999.arc","q29999999.arc","4"
"5","q29999999_00_1162","遭遇した魔物を討伐する","Defeat the encountered demons","ui\00_message\quest_info\q29999999_00.gmd","\quest\q29999999.arc","q29999999.arc","5"
"6","q29999999_00_1163","指定されたダンジョン内を捜索する","Search within the specified dungeon","ui\00_message\quest_info\q29999999_00.gmd","\quest\q29999999.arc","q29999999.arc","6"
