0,TUTORIAL_STEP_686,"カスタムメイド工房での<COL ffdc78>《武具のリミット解除》</COL>は
下記の２つを揃えることで
何度でも行うことができます

　①★４まで強化された武器や防具
　②素材やリムなどの必要な費用

また、付与される性能は
<COL ffdc78>リミット解除を試すたびに上書きされる</COL>ため
成功時に付与される性能例を
確認しながら行いましょう","In the <COL ffdc78> ""Limit Breaking Arms"" </COL> at the Custom-Made Workshop, you can perform it as many times as you want by obtaining the following two things:

① Weapons and armor enhanced up to ★4
② Required costs such as materials and Rift Crystals

Also, the <COL ffdc78>granted abilities are overwritten every time you attempt the Limit Break</COL>, so let's proceed while confirming examples of granted abilities upon success.",ui\00_message\tutorial_guide\steps\tutorial_guide_step384.gmd,\tguide\tutorial_guide_384.arc,tutorial_guide_384.arc,0
6,BTL_CONTENT_RESET_CONF_GP,"<UNTN KT>が足りません

代わりに<COL d7b450>黄金石%d個</COL>を使用して
進行と報酬のリセットが行えます
黄金石によるリセットは<COL d7b450>あと%d回</COL>利用できます

<COL d7b450>黄金石%d個</COL>を使用してリセットを行いますか？
（所持数：%d）

黄金石リセットにより以下の効果が発動します
・初期装備品の性能アップ
<COL d7b450>・レアアイテムの追加</COL>
・探索結果の報告のクリア報酬アップ","Not enough <UNTN KT>.
You can reset progress and rewards using <COL d7b450>%d Golden Gemstone(s)</COL> as a substitute.
You have <COL d7b450>%d more</COL> uses of Golden Gemstone(s) left for resetting.

Would you like to reset using <COL d7b450>%d Golden Gemstone(s)</COL>?
(Have: %d)

The following effects will be activated by the Golden Gemstone reset:
- Enhancement of initial equipment performance
<COL d7b450>- Addition of rare items</COL>
- Increase in clear rewards for reporting search results",ui\00_message\ui\BtlContentReset_res.gmd,\ui\BtlContentReset.arc,BtlContentReset.arc,6
7,BTL_CONTENT_RESET_DISABLE,"<UNTN KT>が足りません

黄金石によるリセットも
利用回数を満たしているため
次回のリセット時間までお待ちください

（リセット時間はプレイマニュアルをご覧ください）","Not enough <UNTN KT>.
Please wait until the next reset time as the usage limit has been reached for the Golden Gemstones.

(For reset time, please refer to the Play Manual)",ui\00_message\ui\BtlContentReset_res.gmd,\ui\BtlContentReset.arc,BtlContentReset.arc,7
8,BTL_CONTENT_RESET_NO_ENOUGH_GP,"黄金石が不足しています
（所持数：%d）","You are running out of Golden Gemstones
(Current amount: %d)",ui\00_message\ui\BtlContentReset_res.gmd,\ui\BtlContentReset.arc,BtlContentReset.arc,8
9,BTL_CONTENT_RESET_ERR_NO_REWARD,報酬がありません,No Rewards,ui\00_message\ui\BtlContentReset_res.gmd,\ui\BtlContentReset.arc,BtlContentReset.arc,9
10,BTL_CONTENT_RESET_ERR_NO_REPORT,探索結果の報告を確認してください,Please review the report search results.,ui\00_message\ui\BtlContentReset_res.gmd,\ui\BtlContentReset.arc,BtlContentReset.arc,10
11,BTL_CONTENT_RESET_ERR_NO_PROGRESS,進行中のデータが存在しません,No data in progress exists,ui\00_message\ui\BtlContentReset_res.gmd,\ui\BtlContentReset.arc,BtlContentReset.arc,11
12,BTL_CONTENT_RESET_SUCCESS_REWARD,報酬を受け取りました,Reward received,ui\00_message\ui\BtlContentReset_res.gmd,\ui\BtlContentReset.arc,BtlContentReset.arc,12
13,BTL_CONTENT_RESET_SUCCESS_PROGRESS,進行のリセットが完了しました,Reset Progress has been completed,ui\00_message\ui\BtlContentReset_res.gmd,\ui\BtlContentReset.arc,BtlContentReset.arc,13
14,BTL_CONTENT_RESET_SUCCESS_PROGRESS_REWARD,進行と報酬のリセットが完了しました,Reset Rewards and Progress has been completed,ui\00_message\ui\BtlContentReset_res.gmd,\ui\BtlContentReset.arc,BtlContentReset.arc,14
15,BTL_CONTENT_RESET_SELECT_TITLE,選択してください,Please select,ui\00_message\ui\BtlContentReset_res.gmd,\ui\BtlContentReset.arc,BtlContentReset.arc,15
16,BTL_CONTENT_RESET_SUCCESS_PROGRESS_REWARD_EX,"進行と報酬のリセットが完了しました

黄金石リセットにより以下の効果が発動しました
・初期装備品の性能アップ
<COL d7b450>・レアアイテムの追加</COL>
・探索結果の報告のクリア報酬アップ","Reset Rewards and Progress have been completed.

The following effects have been activated due to the Golden Gemstone reset:
- Performance boost for initial equipment
<COL d7b450>- Addition of rare items</COL>
- Increase in clear rewards for reporting search results",ui\00_message\ui\BtlContentReset_res.gmd,\ui\BtlContentReset.arc,BtlContentReset.arc,16
0,MSG_EDITCHNAME,チャンネル名を入力してください,Enter channel name,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,0
1,MSG_RESIZE_J,ウィンドウ拡縮,Resize,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,1
2,MSG_FLTRDEL,このチャンネルを削除しますか？,Are you sure you want to delete this channel?,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,2
3,MSG_NOTABLEADDCH,これ以上チャンネルを追加できません,You cannot add anymore channels,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,3
4,MSG_EDIT,再編集,Edit,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,4
5,MSG_DELCH,チャンネルの削除,Delete Channel,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,5
6,MSG_GUIDE_EDTICH_J,チャンネルの編集,Edit Channel,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,6
7,MSG_EDITCH,チャンネルの設定変更,Edit Channel,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,7
8,MSG_SETFILTER,フィルターを設定してください,Set channel filter,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,8
9,MSG_SELECT_J,選択,Select,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,9
10,MSG_SENDMSG_J,発言,Send,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,10
11,MSG_RECORD_J,履歴,History,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,11
12,MSG_NONAME,名前が入力されていません,You must enter a channel name.,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,12
13,MSG_VIEWLOG,ログ参照,View Log,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,13
14,MSG_INPUTSTART,入力,Input,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,14
15,MSG_CHEDIT,チャンネルの編集,Edit Channel,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,15
16,MSG_CHATMODE,チャットモード,Chat Mode,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,16
17,CHAT_MSG_INPUTMODE_JP,あ,The,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,17
18,MSG_ADDCH,チャンネルの追加,Add Channel,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,18
19,MSG_CHANGE_TO,宛て先の変更,Change Destination,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,19
20,MSG_SWITCH_CH,チャンネルの切り替え,Switch Channel,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,20
21,MSG_NOT_SPEAK_A_WHILE,しばらく発言できません,Cannot speak for a while.,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,21
22,MSG_NOT_SPEAK_A_FEW_SECONDS,発言できません あと<VAL>秒,Cannot speak for <VAL> seconds.,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,22
23,MSG_ADDRESS_MEMO,Memo,Memo,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,23
24,MSG_HASHTAG_001,＃,#,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,24
0,CUSTOM_SKILL_NAME_06_68,ファイアストーム,Firestorm,ui\00_message\skill\custom_skill_name_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,0
1,CUSTOM_SKILL_NAME_06_72,サンダーケージ,Fulmination,ui\00_message\skill\custom_skill_name_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,1
2,CUSTOM_SKILL_NAME_06_74,ブラックヘイズ,Black Haze,ui\00_message\skill\custom_skill_name_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,2
3,CUSTOM_SKILL_NAME_06_71,フロストスパイク,Frigor,ui\00_message\skill\custom_skill_name_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,3
4,CUSTOM_SKILL_NAME_06_69,フレイムウォール,Comestion,ui\00_message\skill\custom_skill_name_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,4
5,CUSTOM_SKILL_NAME_06_73,クレセントブレード,Crescent Blade,ui\00_message\skill\custom_skill_name_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5
6,CUSTOM_SKILL_NAME_06_75,ロックビート,Seism,ui\00_message\skill\custom_skill_name_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,6
7,CUSTOM_SKILL_NAME_06_70,メテオフォール,Bolide,ui\00_message\skill\custom_skill_name_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,7
8,CUSTOM_SKILL_NAME_06_76,サンダーレイン,Levin,ui\00_message\skill\custom_skill_name_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,8
9,CUSTOM_SKILL_NAME_06_78,ダークネスミスト,Darkness Mist,ui\00_message\skill\custom_skill_name_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,9
10,CUSTOM_SKILL_NAME_06_77,ブリザードアロー,Gicel,ui\00_message\skill\custom_skill_name_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10
11,CUSTOM_SKILL_NAME_06_79,プロミネントスフィア,Prominent Sphere,ui\00_message\skill\custom_skill_name_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11
12,CUSTOM_SKILL_NAME_06_137,アイシクルピアス,Icicle Pierce,ui\00_message\skill\custom_skill_name_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12
13,CUSTOM_SKILL_NAME_06_138,ライトニングステイク,Lightning Stake,ui\00_message\skill\custom_skill_name_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13
14,CUSTOM_SKILL_NAME_06_176,ダークネスミスト 剛,Darkness Mist (P),ui\00_message\skill\custom_skill_name_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14
15,CUSTOM_SKILL_NAME_06_177,ダークネスミスト 技,Darkness Mist (T),ui\00_message\skill\custom_skill_name_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15
16,CUSTOM_SKILL_NAME_06_178,サンダーケージ 剛,Fulmination (P),ui\00_message\skill\custom_skill_name_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,16
17,CUSTOM_SKILL_NAME_06_179,サンダーケージ 技,Fulmination (T),ui\00_message\skill\custom_skill_name_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,17
18,CUSTOM_SKILL_NAME_06_221,フレイムウォール 剛,Comestion (P),ui\00_message\skill\custom_skill_name_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,18
19,CUSTOM_SKILL_NAME_06_222,フレイムウォール 技,Comestion (T),ui\00_message\skill\custom_skill_name_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19
20,CUSTOM_SKILL_NAME_06_223,フロストスパイク 剛,Frigor (P),ui\00_message\skill\custom_skill_name_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20
21,CUSTOM_SKILL_NAME_06_224,フロストスパイク 技,Frigor (T),ui\00_message\skill\custom_skill_name_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,21
0,syslog_battle_danger_tg,<NAME TARGET>が行動不能になりました,<NAME TARGET> has been incapacitated.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,0
1,syslog_battle_danger,<VAL> 秒で最後に立ち寄った拠点から再開されます,You will be returned home in <VAL> seconds.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,1
2,syslog_battle_die,あと<VAL>秒で最後に立ち寄った拠点から再開されます,"After <VAL> seconds, you will be returned home.",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,2
3,syslog_tail_on,<NAME TARGET>に追従オートランしました,You began following <NAME TARGET> with autorun.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,3
4,syslog_tail_off,追従オートランが解除されました,Autorun has been canceled.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,4
5,syslog_archieve_get,アチーブメント「<NAME ACHIEVE>」を獲得しました,"Earned achievement ""<NAME ACHIEVE>"".",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5
6,syslog_error_tell,<NAME TARGET>にメッセージが送れませんでした,Could not send message to <NAME TARGET>.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,6
7,syslog_error_clan,クランに加入していません,Not currently in the clan.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,7
8,syslog_error_entryb,エントリーボードに登録していません,You are not registered at the entry board.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,8
9,syslog_error_party_member_0,パーティーメンバーがいません,You have no party members.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,9
10,syslog_friend_request,<NAME TARGET>にフレンド申請をしました,You sent <NAME TARGET> a friend request.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10
11,syslog_friend_requested,<NAME TARGET>からフレンド申請されました,<NAME TARGET> has sent you a friend request.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11
12,syslog_friend_ok,<NAME TARGET>とフレンドになりました,<NAME TARGET> is now your friend.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12
13,syslog_friend_cancel_by_decline,<NAME TARGET>のフレンド申請を断りました,The friend request from <NAME TARGET> was declined.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13
14,syslog_party_request,<NAME TARGET>にパーティー要請しました,Sent <NAME TARGET> a party request.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14
15,syslog_party_requested,<NAME TARGET>にパーティー要請されました,<NAME TARGET> has sent you a party request.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15
16,syslog_party_decline,<NAME TARGET>のパーティー要請を拒否しました,You declined the party request from <NAME TARGET>.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,16
17,syslog_party_declined,<NAME TARGET>へのパーティー要請がキャンセルされました,<NAME TARGET> has declined your party request.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,17
18,syslog_party_takeback,<NAME TARGET>からのパーティー要請が取り消されました,The party request from <NAME TARGET> has been canceled.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,18
19,syslog_party_join_me,<NAME TARGET>のパーティーに加わりました,You joined <NAME TARGET>'s party.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19
