"1","q40200160_00_498","この塔、そして我々の存続のために資材の備蓄には注意しておきたいところ
最近は<LQIM>が残り少なくなっているとギルロイから聞いています
手が空いている者で協力し、一気に<LQVA>つ集めてしまいましょう","この塔、そして我々の存続のために資材の備蓄には注意しておきたいところ
最近は<LQIM>が残り少なくなっているとギルロイから聞いています
手が空いている者で協力し、一気に<LQVA>つ集めてしまいましょう","ui\00_message\quest_info\q40200160_00.gmd","\quest\q40200160.arc","q40200160.arc","1"
"0","0","目標達成！　アイテムを回収しよう","目標達成！　アイテムを回収しよう","ui\00_message\examine_message\quest\quest_examine_q50103020.gmd","\quest\q50103020.arc","q50103020.arc","5"
"0","0","シークレットボーナス！　残り時間《3分》追加！","シークレットボーナス！　残り時間《3分》追加！","ui\00_message\examine_message\quest\quest_examine_q50103020.gmd","\quest\q50103020.arc","q50103020.arc","6"
"0","0","最奥の魔物が目を覚ましたようだ――","最奥の魔物が目を覚ましたようだ――","ui\00_message\examine_message\quest\quest_examine_q50103020.gmd","\quest\q50103020.arc","q50103020.arc","7"
"0","0","輝く扉","The Shining Gate","ui\00_message\quest_info\q50104000_00.gmd","\quest\q50104000.arc","q50104000.arc","0"
"1","eqenhance_title_sub","竜の翼たる歴戦の覚者たちよ
指輪を求め、空に浮かぶ王宮に向かい
真なる黄金宮への道を探し出せ","竜の翼たる歴戦の覚者たちよ
指輪を求め、空に浮かぶ王宮に向かい
真なる黄金宮への道を探し出せ","ui\00_message\quest_info\q50104000_00.gmd","\quest\q50104000.arc","q50104000.arc","1"
"2","eqrecycle_title","制限時間内に討伐対象の敵を全て倒す","制限時間内に討伐対象の敵を全て倒す","ui\00_message\quest_info\q50104000_00.gmd","\quest\q50104000.arc","q50104000.arc","2"
"3","eqrecycle_title_sub","敵を殲滅する","敵を殲滅する","ui\00_message\quest_info\q50104000_00.gmd","\quest\q50104000.arc","q50104000.arc","3"
"4","eqenhance_weapon","次なる敵を探し出す","次なる敵を探し出す","ui\00_message\quest_info\q50104000_00.gmd","\quest\q50104000.arc","q50104000.arc","4"
"5","eqenhance_armor","王宮に向かう","Head to the Royal Palace","ui\00_message\quest_info\q50104000_00.gmd","\quest\q50104000.arc","q50104000.arc","5"
"6","eqenhance_pack_set_00","扉の守護者を討伐する","Defeat the guardians at the door","ui\00_message\quest_info\q50104000_00.gmd","\quest\q50104000.arc","q50104000.arc","6"
"7","eqenhance_pack_set_01","王宮への扉に集う","王宮への扉に集う","ui\00_message\quest_info\q50104000_00.gmd","\quest\q50104000.arc","q50104000.arc","7"
"8","eqenhance_pack_set_02","制限時間内に最奥の強敵を倒す","Defeat the formidable enemy in the innermost within the time limit","ui\00_message\quest_info\q50104000_00.gmd","\quest\q50104000.arc","q50104000.arc","8"
"9","eqenhance_start_evolution","ズールを討伐する","ズールを討伐する","ui\00_message\quest_info\q50104000_00.gmd","\quest\q50104000.arc","q50104000.arc","9"
"10","eqenhance_success_example","黄金宮へ向かう","Head to the Golden Palace","ui\00_message\quest_info\q50104000_00.gmd","\quest\q50104000.arc","q50104000.arc","10"
"11","eqenhance_err_enhance_num","黄金の扉に集う","黄金の扉に集う","ui\00_message\quest_info\q50104000_00.gmd","\quest\q50104000.arc","q50104000.arc","11"
"12","eqenhance_err_not_enough_money","黄金竜ゴルゴランを討伐する","Defeat the Golden Dragon Golgorran","ui\00_message\quest_info\q50104000_00.gmd","\quest\q50104000.arc","q50104000.arc","12"
"0","0","おお？　オマイら、命が惜しくないのか？","おお？　オマイら、命が惜しくないのか？","ui\00_message\quest\q50104000.gmd","\quest\q50104000.arc","q50104000.arc","0"
"0","0","モゴックのやつヘマしやがったか――","モゴックのやつヘマしやがったか――","ui\00_message\quest\q50104000.gmd","\quest\q50104000.arc","q50104000.arc","1"
"0","0","ふん――オークはオークか","ふん――オークはオークか","ui\00_message\quest\q50104000.gmd","\quest\q50104000.arc","q50104000.arc","2"
"0","0","お？　ここで何してる――ってか？","お？　ここで何してる――ってか？","ui\00_message\quest\q50104000.gmd","\quest\q50104000.arc","q50104000.arc","3"
"0","0","そりゃきっとオマイと同じだ！","そりゃきっとオマイと同じだ！","ui\00_message\quest\q50104000.gmd","\quest\q50104000.arc","q50104000.arc","4"
"0","0","煩わしい――覚者どもが――","煩わしい――覚者どもが――","ui\00_message\quest\q50104000.gmd","\quest\q50104000.arc","q50104000.arc","5"
"0","0","だがゲートはもうコジ開けた","だがゲートはもうコジ開けた","ui\00_message\quest\q50104000.gmd","\quest\q50104000.arc","q50104000.arc","6"
"0","0","とびきりの混沌を世界に落としてやる！","とびきりの混沌を世界に落としてやる！","ui\00_message\quest\q50104000.gmd","\quest\q50104000.arc","q50104000.arc","7"
"0","0","がはははっ！","がはははっ！","ui\00_message\quest\q50104000.gmd","\quest\q50104000.arc","q50104000.arc","8"
"0","0","屋上から強力な魔物の気配がする――","屋上から強力な魔物の気配がする――","ui\00_message\examine_message\quest\quest_examine_q50104000.gmd","\quest\q50104000.arc","q50104000.arc","0"
"0","0","シークレットボーナス！　残り時間《10分》追加！","シークレットボーナス！　残り時間《10分》追加！","ui\00_message\examine_message\quest\quest_examine_q50104000.gmd","\quest\q50104000.arc","q50104000.arc","1"
"0","0","レスタニア追懐戦記","Lestania War Chronicles","ui\00_message\quest_info\q50105000_00.gmd","\quest\q50105000.arc","q50105000.arc","0"
"1","eqenhance_title_sub","竜の翼たる歴戦の覚者たちよ
レスタニアを襲った数々の脅威に
今再び立ち向かえ","竜の翼たる歴戦の覚者たちよ
レスタニアを襲った数々の脅威に
今再び立ち向かえ","ui\00_message\quest_info\q50105000_00.gmd","\quest\q50105000.arc","q50105000.arc","1"
"2","eqrecycle_title","グリッテン砦へ向かう","Head to Gritten Fort","ui\00_message\quest_info\q50105000_00.gmd","\quest\q50105000.arc","q50105000.arc","2"
"3","eqrecycle_title_sub","砦前を守る脅威を排除する","砦前を守る脅威を排除する","ui\00_message\quest_info\q50105000_00.gmd","\quest\q50105000.arc","q50105000.arc","3"
"4","eqenhance_weapon","グリッテン砦内の魔物を排除する","グリッテン砦内の魔物を排除する","ui\00_message\quest_info\q50105000_00.gmd","\quest\q50105000.arc","q50105000.arc","4"
"5","eqenhance_armor","錬金術師の配下を排除する","錬金術師の配下を排除する","ui\00_message\quest_info\q50105000_00.gmd","\quest\q50105000.arc","q50105000.arc","5"
"6","eqenhance_pack_set_00","オークの大将と軍勢を排除する","オークの大将と軍勢を排除する","ui\00_message\quest_info\q50105000_00.gmd","\quest\q50105000.arc","q50105000.arc","6"
"7","eqenhance_pack_set_01","ディアマンテスを倒す","Defeat Diamantes","ui\00_message\quest_info\q50105000_00.gmd","\quest\q50105000.arc","q50105000.arc","7"
"8","eqenhance_pack_set_02","レオに打ち勝つ","レオに打ち勝つ","ui\00_message\quest_info\q50105000_00.gmd","\quest\q50105000.arc","q50105000.arc","8"
"0","0","次なる戦いに備えよ――","次なる戦いに備えよ――","ui\00_message\examine_message\quest\quest_examine_q50105000.gmd","\quest\q50105000.arc","q50105000.arc","0"
"0","0","最後の戦いに備えよ――","最後の戦いに備えよ――","ui\00_message\examine_message\quest\quest_examine_q50105000.gmd","\quest\q50105000.arc","q50105000.arc","1"
"0","0","歪みの執行人","Agent of Corruption","ui\00_message\quest_info\q50201000_00.gmd","\quest\q50201000.arc","q50201000.arc","0"
"1","eqenhance_title_sub","竜の翼たる歴戦の覚者たちよ
侵食された島に現れた
新たな脅威を討ち果たせ","竜の翼たる歴戦の覚者たちよ
侵食された島に現れた
新たな脅威を討ち果たせ","ui\00_message\quest_info\q50201000_00.gmd","\quest\q50201000.arc","q50201000.arc","1"
"2","eqrecycle_title","制限時間内に強力な侵食魔を討伐する","Defeat the powerful infected within the time limit","ui\00_message\quest_info\q50201000_00.gmd","\quest\q50201000.arc","q50201000.arc","2"
"3","eqrecycle_title_sub","敵集団を殲滅し仲間の元に戻る","敵集団を殲滅し仲間の元に戻る","ui\00_message\quest_info\q50201000_00.gmd","\quest\q50201000.arc","q50201000.arc","3"
"0","0","スカージの力に礎が反応している――","スカージの力に礎が反応している――","ui\00_message\examine_message\quest\quest_examine_q50201000.gmd","\quest\q50201000.arc","q50201000.arc","0"
"0","0","歪みの執行人・限界域","Agent of Corruption: Restricted Stage","ui\00_message\quest_info\q50201001_00.gmd","\quest\q50201001.arc","q50201001.arc","0"
"1","eqenhance_title_sub","竜の翼たる歴戦の覚者たちよ
侵食された島に現れた
新たな脅威を討ち果たせ","竜の翼たる歴戦の覚者たちよ
侵食された島に現れた
新たな脅威を討ち果たせ","ui\00_message\quest_info\q50201001_00.gmd","\quest\q50201001.arc","q50201001.arc","1"
"2","eqrecycle_title","制限時間内に強力な侵食魔を討伐する","Defeat the powerful infected within the time limit","ui\00_message\quest_info\q50201001_00.gmd","\quest\q50201001.arc","q50201001.arc","2"
"3","eqrecycle_title_sub","敵集団を殲滅し仲間の元に戻る","敵集団を殲滅し仲間の元に戻る","ui\00_message\quest_info\q50201001_00.gmd","\quest\q50201001.arc","q50201001.arc","3"
"0","0","スカージの力に礎が反応している――","スカージの力に礎が反応している――","ui\00_message\examine_message\quest\quest_examine_q50201001.gmd","\quest\q50201001.arc","q50201001.arc","0"
"0","0","淀みし大竜力","Phantasmic Great Dragon","ui\00_message\quest_info\q50202000_00.gmd","\quest\q50202000.arc","q50202000.arc","0"
"1","eqenhance_title_sub","竜の翼たる歴戦の覚者たちよ
淀みの地に再び竜力が満ちた
白き化身を打ち払い、己が力を示せ","竜の翼たる歴戦の覚者たちよ
淀みの地に再び竜力が満ちた
白き化身を打ち払い、己が力を示せ","ui\00_message\quest_info\q50202000_00.gmd","\quest\q50202000.arc","q50202000.arc","1"
"2","eqrecycle_title","制限時間内に竜力の化身を討伐する","Defeat the Incarnation of Dragon Force within the time limit","ui\00_message\quest_info\q50202000_00.gmd","\quest\q50202000.arc","q50202000.arc","2"
"3","eqrecycle_title_sub","現れた敵の妨害を排除する","現れた敵の妨害を排除する","ui\00_message\quest_info\q50202000_00.gmd","\quest\q50202000.arc","q50202000.arc","3"
"4","eqenhance_weapon","強力な戦徒を討伐する","Defeat the powerful myrmidons","ui\00_message\quest_info\q50202000_00.gmd","\quest\q50202000.arc","q50202000.arc","4"
"0","0","淀みから戦徒が生み出される――","淀みから戦徒が生み出される――","ui\00_message\examine_message\quest\quest_examine_q50202000.gmd","\quest\q50202000.arc","q50202000.arc","0"
"0","0","竜力が集い 新たな竜の姿となる――！","竜力が集い 新たな竜の姿となる――！","ui\00_message\examine_message\quest\quest_examine_q50202000.gmd","\quest\q50202000.arc","q50202000.arc","1"
"0","0","淀みから新たな戦徒が生み出される――","淀みから新たな戦徒が生み出される――","ui\00_message\examine_message\quest\quest_examine_q50202000.gmd","\quest\q50202000.arc","q50202000.arc","2"
"0","0","強力な戦徒が生み出される――！","強力な戦徒が生み出される――！","ui\00_message\examine_message\quest\quest_examine_q50202000.gmd","\quest\q50202000.arc","q50202000.arc","3"
"0","0","淀みし大竜力・限界域","Phantasmic Great Dragon: Restricted Stage","ui\00_message\quest_info\q50202001_00.gmd","\quest\q50202001.arc","q50202001.arc","0"
"1","eqenhance_title_sub","竜の翼たる歴戦の覚者たちよ
淀みの地に再び竜力が満ちた
白き化身を打ち払い、己が力を示せ","竜の翼たる歴戦の覚者たちよ
淀みの地に再び竜力が満ちた
白き化身を打ち払い、己が力を示せ","ui\00_message\quest_info\q50202001_00.gmd","\quest\q50202001.arc","q50202001.arc","1"
"2","eqrecycle_title","制限時間内に竜力の化身を討伐する","Defeat the Incarnation of Dragon Force within the time limit","ui\00_message\quest_info\q50202001_00.gmd","\quest\q50202001.arc","q50202001.arc","2"
"3","eqrecycle_title_sub","現れた敵の妨害を排除する","現れた敵の妨害を排除する","ui\00_message\quest_info\q50202001_00.gmd","\quest\q50202001.arc","q50202001.arc","3"
"4","eqenhance_weapon","真なる力に満ちた竜力の化身を討伐する","Defeat the Incarnation of Dragon Force Full of True Force","ui\00_message\quest_info\q50202001_00.gmd","\quest\q50202001.arc","q50202001.arc","4"
"0","0","竜力が霧散した――","竜力が霧散した――","ui\00_message\examine_message\quest\quest_examine_q50202001.gmd","\quest\q50202001.arc","q50202001.arc","0"
"0","0","竜力が満ち 新たな竜の姿となる――！","竜力が満ち 新たな竜の姿となる――！","ui\00_message\examine_message\quest\quest_examine_q50202001.gmd","\quest\q50202001.arc","q50202001.arc","1"
"0","0","消えた竜力を求め 魔物が集う――","消えた竜力を求め 魔物が集う――","ui\00_message\examine_message\quest\quest_examine_q50202001.gmd","\quest\q50202001.arc","q50202001.arc","2"
"0","0","淀みの影から 魔物が生み出された――","淀みの影から 魔物が生み出された――","ui\00_message\examine_message\quest\quest_examine_q50202001.gmd","\quest\q50202001.arc","q50202001.arc","3"
"0","0","戦技闘会・竜伐戦","戦技闘会・竜伐戦","ui\00_message\quest_info\q50202002_00.gmd","\quest\q50202002.arc","q50202002.arc","0"
"1","eqenhance_title_sub","竜の翼たる歴戦の覚者たちよ
研磨されし己が力をもって
集う脅威を切り伏せよ","竜の翼たる歴戦の覚者たちよ
研磨されし己が力をもって
集う脅威を切り伏せよ","ui\00_message\quest_info\q50202002_00.gmd","\quest\q50202002.arc","q50202002.arc","1"
"2","eqrecycle_title","魔物の襲撃に備える","魔物の襲撃に備える","ui\00_message\quest_info\q50202002_00.gmd","\quest\q50202002.arc","q50202002.arc","2"
"3","eqrecycle_title_sub","現れる魔物を殲滅する","現れる魔物を殲滅する","ui\00_message\quest_info\q50202002_00.gmd","\quest\q50202002.arc","q50202002.arc","3"
"4","eqenhance_weapon","最後の魔物を討伐する","Defeat the final demons","ui\00_message\quest_info\q50202002_00.gmd","\quest\q50202002.arc","q50202002.arc","4"
