"2","q21000083_00_363","<NAME AREA>にいる何者かが、魔物との勝負で
腕試しをしているようだ","<NAME AREA>にいる何者かが、魔物との勝負で
腕試しをしているようだ","ui\00_message\quest_info\q21000083_00.gmd","\quest\q21000083.arc","q21000083.arc","2"
"0","0","うぅっ――
助けてくれてありがとう――
危うくここで魔物の餌になるところだったわ","うぅっ――
助けてくれてありがとう――
危うくここで魔物の餌になるところだったわ","ui\00_message\quest\q21014014.gmd","\quest\q21014014.arc","q21014014.arc","20"
"0","0","ところで――あなたは？
えっ、ノーラに言われて？
――私とはぐれてしばらく気付かなかったんだわ！
いいえ、あなたを責めてるんじゃないのよ","ところで――あなたは？
えっ、ノーラに言われて？
――私とはぐれてしばらく気付かなかったんだわ！
いいえ、あなたを責めてるんじゃないのよ","ui\00_message\quest\q21014014.gmd","\quest\q21014014.arc","q21014014.arc","21"
"0","0","ごめんなさいね、一緒に戻りたいんだけど
ちょっと無理しすぎたみたいで――動けないの
少し休んだら戻るから、先に帰ってていいわ","ごめんなさいね、一緒に戻りたいんだけど
ちょっと無理しすぎたみたいで――動けないの
少し休んだら戻るから、先に帰ってていいわ","ui\00_message\quest\q21014014.gmd","\quest\q21014014.arc","q21014014.arc","22"
"0","0","見せしめの勲章","見せしめの勲章","ui\00_message\quest_info\q21014015_00.gmd","\quest\q21014015.arc","q21014015.arc","0"
"1","1","【死亡チェッククエスト】
依頼者の願いを聞き入れ
一度も復活することなく狂暴な敵を討伐する","【死亡チェッククエスト】
依頼者の願いを聞き入れ
一度も復活することなく狂暴な敵を討伐する","ui\00_message\quest_info\q21014015_00.gmd","\quest\q21014015.arc","q21014015.arc","1"
"2","2","<NAME AREA>にいる何者かが、魔物との勝負で
腕試しをしているようだ","<NAME AREA>にいる何者かが、魔物との勝負で
腕試しをしているようだ","ui\00_message\quest_info\q21014015_00.gmd","\quest\q21014015.arc","q21014015.arc","2"
"3","3","地域を統べるのって、想像以上に大変そう
だって、たくさんの部下を動かすのよ
見えないところの人間関係とか
妬み嫉みとか、面倒じゃない？
誰か支えてあげればいいのにね","地域を統べるのって、想像以上に大変そう
だって、たくさんの部下を動かすのよ
見えないところの人間関係とか
妬み嫉みとか、面倒じゃない？
誰か支えてあげればいいのにね","ui\00_message\quest_info\q21014015_00.gmd","\quest\q21014015.arc","q21014015.arc","3"
"4","4","指定された場所へ行き、狂暴な魔物を見つける","指定された場所へ行き、狂暴な魔物を見つける","ui\00_message\quest_info\q21014015_00.gmd","\quest\q21014015.arc","q21014015.arc","4"
"5","5","遭遇した魔物を討伐する","Defeat the encountered demons","ui\00_message\quest_info\q21014015_00.gmd","\quest\q21014015.arc","q21014015.arc","5"
"6","6","依頼者へ経緯を報告する","Report back to the requester","ui\00_message\quest_info\q21014015_00.gmd","\quest\q21014015.arc","q21014015.arc","6"
"0","0","実は――この森には、ミューセルお姉様を
慕って来てくれた他地域の戦士や腕自慢の旅人が
いくらか滞在しているんだけど――
彼らが、あなたへの扱いに不満を持っているの","実は――この森には、ミューセルお姉様を
慕って来てくれた他地域の戦士や腕自慢の旅人が
いくらか滞在しているんだけど――
彼らが、あなたへの扱いに不満を持っているの","ui\00_message\quest\q21014015.gmd","\quest\q21014015.arc","q21014015.arc","0"
"0","0","廃村の件も――なぜ自分に任せてくれないのか、とか
わたしならまだしも、お姉様に文句を言うのよ！
あなたの実力を見込んだ、って説明しても
納得してくれないの","廃村の件も――なぜ自分に任せてくれないのか、とか
わたしならまだしも、お姉様に文句を言うのよ！
あなたの実力を見込んだ、って説明しても
納得してくれないの","ui\00_message\quest\q21014015.gmd","\quest\q21014015.arc","q21014015.arc","1"
"0","0","だから、彼らを納得させるために
あなたの実力を見せつけてほしい、っていう
お願いなんだけど――聞いてくれる？","だから、彼らを納得させるために
あなたの実力を見せつけてほしい、っていう
お願いなんだけど――聞いてくれる？","ui\00_message\quest\q21014015.gmd","\quest\q21014015.arc","q21014015.arc","2"
"0","0","《<STG 844>》にうってつけの魔物がいるわ
こいつを、一度も倒れずに倒してきてくれない？
他の人が敵わないような敵を、覚者様が
圧倒的な力でねじ伏せる――っていう筋書きなの","《<STG 844>》にうってつけの魔物がいるわ
こいつを、一度も倒れずに倒してきてくれない？
他の人が敵わないような敵を、覚者様が
圧倒的な力でねじ伏せる――っていう筋書きなの","ui\00_message\quest\q21014015.gmd","\quest\q21014015.arc","q21014015.arc","3"
"0","0","あなたの実力を見せつけて
他の戦士たちを納得させるために
《<STG 844>》の魔物を
一度も倒れることなく討伐してきてほしいの","あなたの実力を見せつけて
他の戦士たちを納得させるために
《<STG 844>》の魔物を
一度も倒れることなく討伐してきてほしいの","ui\00_message\quest\q21014015.gmd","\quest\q21014015.arc","q21014015.arc","4"
"0","0","村の復興は想像以上に面倒なことが多いのね
覚者様も疲れてるでしょうけど――
――これも仕事の内と思って、お願い！","村の復興は想像以上に面倒なことが多いのね
覚者様も疲れてるでしょうけど――
――これも仕事の内と思って、お願い！","ui\00_message\quest\q21014015.gmd","\quest\q21014015.arc","q21014015.arc","5"
"0","0","さすがだわ！　むしろ、易しすぎたかしら？
それから――
もうあなたの武勇は、広まったみたいよ","さすがだわ！　むしろ、易しすぎたかしら？
それから――
もうあなたの武勇は、広まったみたいよ","ui\00_message\quest\q21014015.gmd","\quest\q21014015.arc","q21014015.arc","6"
"0","0","あなたの強さに影響されて
他の戦士たちも、討伐や鍛錬に
今まで以上に熱を上げ始めたみたいなの","あなたの強さに影響されて
他の戦士たちも、討伐や鍛錬に
今まで以上に熱を上げ始めたみたいなの","ui\00_message\quest\q21014015.gmd","\quest\q21014015.arc","q21014015.arc","7"
"0","0","これでお姉様の仕事も楽になるわ！
本当にありがとう","これでお姉様の仕事も楽になるわ！
本当にありがとう","ui\00_message\quest\q21014015.gmd","\quest\q21014015.arc","q21014015.arc","8"
"0","0","魔物は倒したみたいね、ありがとう
だけど――武勇を示す、とまでは
上手く行かなかったみたい","魔物は倒したみたいね、ありがとう
だけど――武勇を示す、とまでは
上手く行かなかったみたい","ui\00_message\quest\q21014015.gmd","\quest\q21014015.arc","q21014015.arc","9"
"0","0","えっと――今回の依頼の話は――
外に出ないよう、闇に葬っておくから
次挑戦するときこそは頑張ってね","えっと――今回の依頼の話は――
外に出ないよう、闇に葬っておくから
次挑戦するときこそは頑張ってね","ui\00_message\quest\q21014015.gmd","\quest\q21014015.arc","q21014015.arc","10"
"0","0","パーティメンバーが死亡状態になりました","パーティメンバーが死亡状態になりました","ui\00_message\quest\q21014015.gmd","\quest\q21014015.arc","q21014015.arc","11"
"0","0","依頼者からの報酬が下がります","依頼者からの報酬が下がります","ui\00_message\quest\q21014015.gmd","\quest\q21014015.arc","q21014015.arc","12"
"0","0","類猿の血族","類猿の血族","ui\00_message\quest_info\q21014016_00.gmd","\quest\q21014016.arc","q21014016.arc","0"
"1","1","【偶発討伐クエスト】
出現した危険な魔物を追い詰め
討伐する","【偶発討伐クエスト】
出現した危険な魔物を追い詰め
討伐する","ui\00_message\quest_info\q21014016_00.gmd","\quest\q21014016.arc","q21014016.arc","1"
"2","2","不確実な情報だが、<NAME AREA>から
狂暴な魔物のしわざと思われる被害報告があった","不確実な情報だが、<NAME AREA>から
狂暴な魔物のしわざと思われる被害報告があった","ui\00_message\quest_info\q21014016_00.gmd","\quest\q21014016.arc","q21014016.arc","2"
"3","3","最近、森の魔物を討伐すると
突然強力な魔物の集団が姿を現し
襲われるという事案が増えています
目撃、遭遇した方は速やかに戦士へ相談し
魔物の新動向解析にご協力お願いします","最近、森の魔物を討伐すると
突然強力な魔物の集団が姿を現し
襲われるという事案が増えています
目撃、遭遇した方は速やかに戦士へ相談し
魔物の新動向解析にご協力お願いします","ui\00_message\quest_info\q21014016_00.gmd","\quest\q21014016.arc","q21014016.arc","3"
