Identifier,Source string,Translation,Context,Labels,Max. length
,うまくやれるかどうか――,I don't know if I can do it--,"
ui\00_message\pw\pwtlk02.gmd",,
,どうか、旅が成功しますように――,"Please, may your journey be a success--","
ui\00_message\pw\pwtlk02.gmd",,
,あの――誰か、来たみたいです,Um... I think someone's here.,"
ui\00_message\pw\pwtlk02.gmd",,
,なんとかなりましたね,"We managed to do that, didn't we?","
ui\00_message\pw\pwtlk02.gmd",,
,こんな自分でも、やれた！,Even I could do it!,"
ui\00_message\pw\pwtlk02.gmd",,
,運を味方にできました,I was able to get lucky.,"
ui\00_message\pw\pwtlk02.gmd",,
,落ち込みます――,It's depressing--,"
ui\00_message\pw\pwtlk02.gmd",,
,少しは強くなれたような気が――,I feel a little stronger.,"
ui\00_message\pw\pwtlk02.gmd",,
,やった！　これできっと――,I did it!　I'm sure this will--,"
ui\00_message\pw\pwtlk02.gmd",,
,少し、自信が湧きました,I feel a little more confident.,"
ui\00_message\pw\pwtlk02.gmd",,
,緊張しますね,I'm nervous.,"
ui\00_message\pw\pwtlk02.gmd",,
,どこまで行くんでしょう,How far will they go?,"
ui\00_message\pw\pwtlk02.gmd",,
,あっ、あそこに！,"Oh, there!","
ui\00_message\pw\pwtlk02.gmd",,
,敵が、もう近くに,The enemy is already close by.,"
ui\00_message\pw\pwtlk02.gmd",,
,敵です、もっと慎重に,Enemy. More careful.,"
ui\00_message\pw\pwtlk02.gmd",,
,あ、あれと戦うなんて――,"Oh, I can't believe I'm fighting that thing--","
ui\00_message\pw\pwtlk02.gmd",,
,あの敵は――ま、まずいかも――,"That enemy--well, maybe not so good.","
ui\00_message\pw\pwtlk02.gmd",,
,た、助かりました,Thank you very much for your help!,"
ui\00_message\pw\pwtlk02.gmd",,
,助けて！！,Help!,"
ui\00_message\pw\pwtlk02.gmd",,
,うわあっ、だ、誰かっ！,Who is that?,"
ui\00_message\pw\pwtlk02.gmd",,
,ああ――力が、抜けていく――,Oh--the power is draining out of me...,"
ui\00_message\pw\pwtlk02.gmd",,
,もう、もうダメかも――,I think I'm losing it.,"
ui\00_message\pw\pwtlk02.gmd",,
,行くしかない、ですか,"We have to go, right?","
ui\00_message\pw\pwtlk02.gmd",,
,仕方ありません,it can't be helped,"
ui\00_message\pw\pwtlk02.gmd",,
,つ、疲れましたね,I'm tired.,"
ui\00_message\pw\pwtlk02.gmd",,
,ああ――緊張しましたぁ,Oh--I was so nervous!,"
ui\00_message\pw\pwtlk02.gmd",,
,ご無事で本当に良かったです,I am so glad you are safe.,"
ui\00_message\pw\pwtlk02.gmd",,
,止（と）めました！　今のうちに！,Stopped (and stopped)!　While we still can!,"
ui\00_message\pw\pwtlk02.gmd",,
,何ともない、何ともない,Nothing to worry about. Nothing to worry about.,"
ui\00_message\pw\pwtlk02.gmd",,
,うう、不安です――,"Ugh, I'm worried--","
ui\00_message\pw\pwtlk02.gmd",,
,こ、このままでは――,If we don't do this--,"
ui\00_message\pw\pwtlk02.gmd",,
,もう、もうギリギリ――,I'm already on the edge--,"
ui\00_message\pw\pwtlk02.gmd",,
,は、早く回復しないと！,should recover quickly!,"
ui\00_message\pw\pwtlk02.gmd",,
,え？　――か、覚者さま！？,"Huh?　-- or, the Sakujin-sama!","
ui\00_message\pw\pwtlk02.gmd",,
,待って、もう少し――,"Wait, I'm almost--","
ui\00_message\pw\pwtlk02.gmd",,
,これで少しは,Here's a little more.,"
ui\00_message\pw\pwtlk02.gmd",,
,目立ちたくないけど、ここは――！,"I don't want to stand out, but here's the thing--","
ui\00_message\pw\pwtlk02.gmd",,
,が、頑張って！,But good luck!,"
ui\00_message\pw\pwtlk02.gmd",,
,危ない！,Caution!,"
ui\00_message\pw\pwtlk02.gmd",,
,このっ！,You!,"
ui\00_message\pw\pwtlk02.gmd",,
,いい加減に！,Enough!,"
ui\00_message\pw\pwtlk02.gmd",,
,ああっ、もうっ！,"Oh, God!","
ui\00_message\pw\pwtlk02.gmd",,
,早く、今なら！,"Quickly, if now!","
ui\00_message\pw\pwtlk02.gmd",,
,うん――,Yeah--,"
ui\00_message\pw\pwtlk02.gmd",,
,りょ、了解,"Ri, copy that.","
ui\00_message\pw\pwtlk02.gmd",,
,えっ！？　そんな、無理――,"What?　Oh, no, I can't--","
ui\00_message\pw\pwtlk02.gmd",,
,冒険の準備をされるんですか？,Are you getting ready for an adventure?,"
ui\00_message\pw\pwtlk02.gmd",,
,あの、お出かけですか？　良ければお供を――,"Um, are you going out?　If you don't mind, I'll accompany you...","
ui\00_message\pw\pwtlk02.gmd",,
,お疲れでしたら休まれた方が――,"If you're tired, you should get some rest.","
ui\00_message\pw\pwtlk02.gmd",,
,覚者さまが休めると安心です,It is a relief when the savior rests.,"
ui\00_message\pw\pwtlk02.gmd",,
,あ、お休みなさい、覚者さま,"Ah, good night, Mr. Sensei.","
ui\00_message\pw\pwtlk02.gmd",,
,休養も大事ですよね,"Rest is important, too.","
ui\00_message\pw\pwtlk02.gmd",,
,何だかお部屋の感じが変わりましたね,It kind of changed the feel of the room.,"
ui\00_message\pw\pwtlk02.gmd",,
,ふふ、模様替えって楽しいです,Redecorating is fun!,"
ui\00_message\pw\pwtlk02.gmd",,
,覚者さま、ただいまエリア探索から戻りました,"Dear Sensei, I'm back from exploring the area.","
ui\00_message\pw\pwtlk02.gmd",,
,今回のエリア探索、中々良い成果を上げられました！,This exploration of the area yielded moderately good results!,"
ui\00_message\pw\pwtlk02.gmd",,
,えっと――ん――、あ、そっか――,"Uh--uh--oh, I see...","
ui\00_message\pw\pwtlk02.gmd",,
,覚者さま、お庭に何かが――,"Dear Sensei, there's something in your garden--","
ui\00_message\pw\pwtlk02.gmd",,
,うーん、美味しくできますように――,"Mmmm, may it be delicious--","
ui\00_message\pw\pwtlk02.gmd",,
,"わ、ありがとうございます！
あの、頑張ります――！","Wow, thank you very much!
Um, I'll do my best--!","
ui\00_message\pw\pwtlk02.gmd",,
,この装備に見合うような働きをしないと,We need to work to match this equipment.,"
ui\00_message\pw\pwtlk02.gmd",,
,このスキルなら、きっと――,"With these skills, I'm sure--","
ui\00_message\pw\pwtlk02.gmd",,
,上手く扱えるといいんですけど,Hope you can handle it well.,"
ui\00_message\pw\pwtlk02.gmd",,
,たまには、こうしてゆっくりするのもいいですね,Sometimes it's nice to relax like this.,"
ui\00_message\pw\pwtlk02.gmd",,
,あ、もしかしてお出かけですか？,"Oh, perhaps you are going out?","
ui\00_message\pw\pwtlk02.gmd",,
,は、はい。なんでしょう？,"Ha, yes. Yes, sir?","
ui\00_message\pw\pwtlk02.gmd",,
,あのう、どうかしましたか？,"Um, what's wrong?","
ui\00_message\pw\pwtlk02.gmd",,
,もっと――もっと、覚者さまのお役に立ちたいです,"I would like to be more--more helpful to you, Mr. Satoru.","
ui\00_message\pw\pwtlk02.gmd",,
,"この前、他の覚者さまの元でクラフトのお手伝いをしました
うまく出来ていたらいいんですけど――","The other day, I helped another memorizer with a craft at
I hope it went well--","
ui\00_message\pw\pwtlk02.gmd",,
,"この間、他の覚者さまのお供をしました。
緊張したけど、頑張ったつもりです","The other day, I accompanied another memorandum of understanding.
I was nervous, but I tried my best.","
ui\00_message\pw\pwtlk02.gmd",,
,あの、この前他の覚者さまがこの服装を褒めてくださいました,"Well, the other day, another memorandum of mine complimented me on this attire.","
ui\00_message\pw\pwtlk02.gmd",,
,覚者さま、今日は戦技のご提案をさせてください！,"Dear Sensei, Let me suggest a warfare technique for today!","
ui\00_message\pw\pwtlk02.gmd",,
,覚者さまにお仕えしてきたおかげで、意思疎通力が上がりました！,"Thanks to my service to the Sage, I have improved my ability to communicate!","
ui\00_message\pw\pwtlk02.gmd",,
,覚者さま、今日は髪型のご提案があります！,"Dear Sensei, I have a hair style suggestion for you today!","
ui\00_message\pw\pwtlk02.gmd",,
,"覚者さま、新しい家財を入手されたんですね！
これは快適になりそう――","Dear Sensei, I see that you have acquired new household goods!
This is going to be comfortable--","
ui\00_message\pw\pwtlk02.gmd",,
,覚者さま、おかえりなさい,"Welcome back, Mr. Sensei.","
ui\00_message\pw\pwtlk02.gmd",,
,はぁ、ご無事で安心しました,"Haha, I'm so relieved you're okay.","
ui\00_message\pw\pwtlk02.gmd",,
,長い間お戻りにならなかったから、ずっと心配でした――,I've been worried about you for a long time because you haven't been back for a long time.,"
ui\00_message\pw\pwtlk02.gmd",,
,"良かった、
無事に家までお送りできた――","Thank goodness
was able to get you home safe and sound--","
ui\00_message\pw\pwtlk02.gmd",,
,やっぱりこの部屋に戻るとほっとしますね,I'm still relieved to be back in this room.,"
ui\00_message\pw\pwtlk02.gmd",,
,覚者さま、一休みしていかれますか？,"Would you like to take a break, Mr. Sensei?","
ui\00_message\pw\pwtlk02.gmd",,
,ふぅ、ここは安心できます,"Phew, I feel safe here.","
ui\00_message\pw\pwtlk02.gmd",,
,依頼や情報――いろいろと確認しましょう,Requests and information - check out the various,"
ui\00_message\pw\pwtlk02.gmd",,
,い、今行きますから！,I'm coming!,"
ui\00_message\pw\pwtlk02.gmd",,
,大丈夫です、すぐに自分が――！,"It's okay, I'll soon find myself--!","
ui\00_message\pw\pwtlk02.gmd",,
,覚者さま！だ、大丈夫ですか？,Mr. Satoru! Are you all right?,"
ui\00_message\pw\pwtlk02.gmd",,
,まだ、諦めないで――！,Don't give up just yet--!,"
ui\00_message\pw\pwtlk02.gmd",,
,お、怒ってるみたいです！　気を付けてください！,"Oh, he seems angry!　Be careful!","
ui\00_message\pw\pwtlk02.gmd",,
,興奮状態です！　敵が暴れるかも知れません！,Excitement!　The enemy may be out of control!,"
ui\00_message\pw\pwtlk02.gmd",,
,あっ、敵に隙ができました！,"Ah, there is an opening in the enemy!","
ui\00_message\pw\pwtlk02.gmd",,
,ダ、ダウンしたみたいです！　いきましょう！,"Da, it looks like it's down!　Let's go!","
ui\00_message\pw\pwtlk02.gmd",,
,揺さぶりにいきます！,We are going to shake things up!,"
ui\00_message\pw\pwtlk02.gmd",,
,弱点を露出します――！　狙ってください！,Expose the weak spot--!　Aim!,"
ui\00_message\pw\pwtlk02.gmd",,
,弱点――コアを攻撃します！,Weaknesses--attack the core!,"
ui\00_message\pw\pwtlk02.gmd",,
,支援しますから、反撃を！,"We'll support you, we'll fight back!","
ui\00_message\pw\pwtlk02.gmd",,
,敵の能力、下げてみせます！,"The ability of the enemy, I will lower it!","
ui\00_message\pw\pwtlk02.gmd",,
,属性を付与します！　攻めに出てください！,Attribute!　Go on the offensive!,"
ui\00_message\pw\pwtlk02.gmd",,
,んん、力を溜めて――！,"Hmm, gather your strength--!","
ui\00_message\pw\pwtlk02.gmd",,
,この大技で――決めますッ！,With this big move - I will decide!,"
ui\00_message\pw\pwtlk02.gmd",,
,<COL B6FF01>《特技》本当の力を、解放します！</COL>,<COL B6FF01>Specialties: Unleash your true power!</COL>,"
ui\00_message\pw\pwtlk02.gmd",,
,<COL B6FF01>《特技》覚者さま、ぜ、全力でいきます――</COL>,"<COL B6FF01>Specialties: I'm going to do my best, Mr. Sensei--</COL>","
ui\00_message\pw\pwtlk02.gmd",,
,<COL B6FF01>《特技》流れを変えるなら――いまだ！</COL>,<COL B6FF01>If you want to turn the tide - now is the time!</COL>,"
ui\00_message\pw\pwtlk02.gmd",,
,<COL B6FF01>《剛化》敵を倒すことに集中します！</COL>,<COL B6FF01>《Stiffening》It concentrates on defeating the enemy!</COL>,"
ui\00_message\pw\pwtlk02.gmd",,
,<COL B6FF01>《剛化》ありったけの力で――攻撃します！</COL>,<COL B6FF01>The attack will be with all the force it can muster!</COL>,"
ui\00_message\pw\pwtlk02.gmd",,
,<COL B6FF01>《重化》見ててください、敵を倒れさせます！</COL>,"<COL B6FF01>《Doubling》Watch me, I will make the enemy fall!</COL>","
ui\00_message\pw\pwtlk02.gmd",,
,<COL B6FF01>《重化》て、敵の体勢を崩します！</COL>,<COL B6FF01>《Doubling》and disrupts the enemy's position!</COL>,"
ui\00_message\pw\pwtlk02.gmd",,
,<COL B6FF01>《癒活》癒しの力で、支えます！</COL>,<COL B6FF01>We will support you with the power of healing!</COL>,"
ui\00_message\pw\pwtlk02.gmd",,
,<COL B6FF01>《癒活》だ、大丈夫です、立て直します！</COL>,"<COL B6FF01>It's okay, I'll get back on my feet!</COL>","
ui\00_message\pw\pwtlk02.gmd",,
,<COL B6FF01>《柔化》弱体化させて敵の能力を下げます</COL>,<COL B6FF01>《柔化》 Weakens and reduces the enemy's ability to weaken you.</COL>,"
ui\00_message\pw\pwtlk02.gmd",,
,<COL B6FF01>《柔化》状態異常、頑張りますから！</COL>,<COL B6FF01>I'll do my best!</COL>,"
ui\00_message\pw\pwtlk02.gmd",,
,<COL B6FF01>《集中》あんなやつ、この魔力で！</COL>,"<COL B6FF01>《Focus》He's like that, with all this magic!</COL>","
ui\00_message\pw\pwtlk02.gmd",,
,<COL B6FF01>《集中》集中すれば、もっと早く――！</COL>,"<COL B6FF01>《Focus》If you focus, you'll be able to do it faster--!</COL>","
ui\00_message\pw\pwtlk02.gmd",,
,<COL B6FF01>《無恐》今ならどんな攻撃も、怖くない！</COL>,<COL B6FF01>I'm not afraid of any attack now!</COL>,"
ui\00_message\pw\pwtlk02.gmd",,
,<COL B6FF01>《無恐》敵の攻撃、耐え抜いてみせます！</COL>,<COL B6FF01>I will endure the enemy's attack!</COL>,"
ui\00_message\pw\pwtlk02.gmd",,
,<COL B6FF01>《集視》ま、前に、出ます――！</COL>,"<COL B6FF01>《Chu-shi》Ma, I'm going to go forward--!</COL>","
ui\00_message\pw\pwtlk02.gmd",,
,<COL B6FF01>《集視》こ、こらー！　こっちだぞー！</COL>,<COL B6FF01>Hey!　This way!</COL>,"
ui\00_message\pw\pwtlk02.gmd",,
,<COL B6FF01>《守護》守りを固めました！　皆で攻撃を！</COL>,<COL B6FF01>We're on the defensive!　Everyone attack!</COL>,"
ui\00_message\pw\pwtlk02.gmd",,
,<COL B6FF01>《守護》敵の攻撃、しばらく我慢できるはず！</COL>,"<COL B6FF01>The ""Guardian"" enemy attack, you should be able to hold out for a while!</COL>","
ui\00_message\pw\pwtlk02.gmd",,
,<COL B6FF01>《蘇生》自分がお助けします！　覚者さま――！</COL>,<COL B6FF01>Revive yourself and I will help you!　Sensei--!</COL>,"
ui\00_message\pw\pwtlk02.gmd",,
,閃きました――新しい特技を――！,I had a flash of inspiration - a new special skill...!,"
ui\00_message\pw\pwtlk02.gmd",,
,な、仲間の使った特技――覚えました！,I learned a special technique that my friends used--I learned it!,"
ui\00_message\pw\pwtlk02.gmd",,
,この辺りにジョブ修練敵がいるみたいです――,There seems to be a job-training enemy in this area--,"
ui\00_message\pw\pwtlk02.gmd",,
,あの、そこに修練敵が――,"You know, there's a training enemy out there--","
ui\00_message\pw\pwtlk02.gmd",,
,覚者さま、修練が達成されましたよ,"Dear Awakened One, the ordeal has been accomplished!","
ui\00_message\pw\pwtlk02.gmd",,
,この近く――貴重な宝物がありそうです――,Nearby--there are likely to be valuable treasures--and the,"
ui\00_message\pw\pwtlk02.gmd",,
,覚者さま、近くに希少な宝があるような――,"Dear savant, there seems to be a rare treasure nearby--","
ui\00_message\pw\pwtlk02.gmd",,
