"21787","
","
"17909","雑多なクラフト用素材
群れで肉を食い荒らす肉食性の巻貝","Miscellaneous Crafting Material: Carnivorous Shellfish that devours meat in packs."
"17910","雑多なクラフト用素材
肉の中で育ち、殻が血の色に染まった巻貝","Miscellaneous Crafting Material: A seashell that grows within the flesh, its shell dyed the color of blood."
"17911","雑多なクラフト用素材
繊細な彫刻が施された美術品","Miscellaneous Crafting Material: Artwork with delicate carvings."
"17912","雑多なクラフト用素材
アッカー王家の家紋と火竜の姿が
沈み彫りで繊細に刻まれた美術品","Miscellaneous Crafting Material:
An exquisite artwork where the crest of the Acre royal family and the figure of a Fire Dragon are intricately engraved in sunk relief."
"17915","液体系のクラフト用素材
行き場を失った無数の魂が集まり物質化したもの","Liquid Crafting Material: A substance formed by the accumulation of countless lost souls."
"17916","木材系のクラフト用素材
決まった形に成長する木の枝
目印とした者は道に迷うことになる","Wood Crafting Material:
Branches of a tree that grow into a specific shape.
Those who use them as markers will become lost on the path."
"17917","キノコ系のクラフト用素材
甘みのある香りと味が楽しめる毒キノコ","Mushroom Crafting Material.
A poisonous mushroom that offers a sweet aroma and taste."
"17923","鍛錬の小部屋の奥にある
ボーナスダンジョンロビーにて
各ダンジョンへ入るために必要なチケット
突入時に消費する","Tickets required to enter each dungeon are consumed upon entry in the bonus dungeon lobby located in the back of the training room."
"17924","鍛錬の小部屋の奥にある
ボーナスダンジョンロビーにて
各ダンジョンへ入るために必要なチケット
突入時に消費する","Tickets required to enter each dungeon are consumed upon entry in the bonus dungeon lobby located in the back of the training room."
"17925","鍛錬の小部屋の奥にある
ボーナスダンジョンロビーにて
各ダンジョンへ入るために必要なチケット
突入時に消費する","Tickets required to enter each dungeon are consumed upon entry in the bonus dungeon lobby located in the back of the training room."
"17926","鍛錬の小部屋の奥にある
ボーナスダンジョンロビーにて
各ダンジョンへ入るために必要なチケット
突入時に消費する","Tickets required to enter each dungeon are consumed upon entry in the bonus dungeon lobby located in the back of the training room."
"17927","毛系のクラフト用素材
ゴアマンティコアの白くごわごわした髭","Fur Crafting Material: Goremanticore's white, rough and stubbly whiskers."
"17928","肉系のクラフト用素材
強力なハーピー種（ＬＶ．80～）の
見かけによらず、ぎっちりとした筋肉質の硬い肉","Meat Crafting Material:
Powerful Harpy species (Lv. 80 and above).
Despite its appearance, it is meat that is densely packed with tough, muscular fibers."
"17929","布系のクラフト用素材
風が無くともふわふわと揺れる布","Cloth Crafting Material: A cloth that sways gently even without wind, perfect for crafting."
"17930","肉系のクラフト用素材
強力な有翼系の魔物（ＬＶ．80～）が持つ
巨体の飛行を支える強靭な心臓","Meat Crafting Material: 

A robust heart that supports the massive flight of powerful Winged Beasts (LV. 80 and above)."
"17939","書斎に設置できる
2周年を祝うタペストリー（右）","A tapestry (right) that can be installed in the Study to celebrate the 2nd anniversary."
"17940","書斎に設置できる
2周年を祝うタペストリー（左）","A tapestry (left) that can be installed in the Study to celebrate the 2nd anniversary."
"17959","マンドラゴラの育成に欠かせない
栄養たっぷりの土","Nutrient-rich soil essential for cultivating Mandragoras."
"18141","砂系のクラフト用素材
あたたかくぬかるんだ温泉地の泥","Sand Crafting Material: Warm and muddy mud from a hot spring area."
"18142","鉱石系のクラフト用素材
熱を秘めた小石","Ore Crafting Material: Fiery Pebble"
"18506","キノザ鉱泉の≪豊穣の泉≫と
≪活力の泉≫を超える効能が
一度に楽しめる特別なお風呂","A special bath where you can experience the effects that surpass the ""Spring of Abundance"" and ""Spring of Vitality"" of Kinoza Mineral Springs all at once."
"18507","木材系のクラフト用素材
ラスニテ山麓地方特産の
まっすぐに伸びた質の良い木材","Wood Crafting Material:
High-quality wood that grows straight, native to the Rathnite Foothills region."
"18508","木材系のクラフト用素材
地熱でゆっくりと焼かれてできた木炭","Wood Crafting Material: Charcoal, made by slowly burning wood with geothermal heat."
