"19","CUSTOM_SKILL_COMMAND_03_198","セットボタンで構え後、<KC SHOOT>で発射","While holding the assigned button, <KC SHOOT> to shoot.","ui\00_message\skill\custom_skill_command_03.gmd","\skill\custom_skill_data_03.arc","custom_skill_data_03.arc","19"
"2","TUTORIAL_STEP_303","メインポーンが復活できず死亡状態のまま
消えてしまった場合、<COL ffdc78>《ロスト状態》</COL>となり
再呼び出しできなくなります

<COL ffdc78>ロストしたポーンは、《ポーン郷》にある
《異界の狭間》に再び囚われます</COL>

《異界の狭間》を訪れ、救出してあげましょう
そうすることで再び呼び出せるようになります","If the main pawn cannot be revived and disappears while in a dead state, it will become<COL ffdc78>""Lost""</COL>and cannot be recalled.
<COL ffdc78>Lost pawns will be trapped again in the ""Rift"" in ""Pawn Cathedral""</COL>

Visit ""The Rift"" and rescue them, and they will be able to be recalled again!","ui\00_message\tutorial_guide\steps\tutorial_guide_step128.gmd","\tguide\tutorial_guide_128.arc","tutorial_guide_128.arc","2"
"3","TUTORIAL_STEP_304","サポートポーンが復活できず倒れたまま
消えてしまった場合、<COL ffdc78>《冒険回数》</COL>が１回分
減り、待機状態に戻されます
冒険回数が残っていれば、再呼び出し可能です

ポーンの戦線離脱は大きな戦力ダウンに
なるため、行動不能のポーンは急いで
助け起こしてあげましょう","The support pawn, unable to be revived, remains fallen and disappears. In such cases, the <COL ffdc78>""Battle Count""</COL> will decrease by one, and the pawn will be returned to a standby state. If there are remaining Battle Count, it can be summoned again.

When a pawn becomes unable to act, it results in a significant decrease in fighting strength. Therefore, be sure to quickly help and revive the incapacitated pawn.","ui\00_message\tutorial_guide\steps\tutorial_guide_step128.gmd","\tguide\tutorial_guide_128.arc","tutorial_guide_128.arc","3"
"4","TUTORIAL_STEP_420","また、特定の<OPCS>発動中はロストした
メインポーンをリムストーンから直接救出
できるようになります

リムストーンのメニューから<COL ffdc78>《ポーンの救出》</COL>を
選ぶことで、対象ポーンのレベルに応じた
リムと引き換えに、すぐに復活させられます","Furthermore, while specific <OPCS> is active, it will be possible to directly rescue a lost Main Pawn from the Riftstone.

By selecting ""<COL ffdc78>Lost Pawns</COL>"" from the Riftstone menu, you can immediately revive the target Pawn in exchange for Rift Crystals corresponding to their level.","ui\00_message\tutorial_guide\steps\tutorial_guide_step128.gmd","\tguide\tutorial_guide_128.arc","tutorial_guide_128.arc","4"
"0","TUTORIAL_STEP_193","<COL 78f5ff>《クラフトルーム》が利用可能になりました！</COL>

<COL ffdc78>《クラフトルーム》</COL>は、素材アイテムを加工して
さまざまなアイテムや装備品を
生産・カスタマイズする場所です

契約したポーンたちはここでクラフト作業を行います","<COL 78f5ff>The Craft Room is now available!</COL>

The <COL ffdc78>Craft Room</COL> is a place where you can process material items and produce/customize various items and equipment.

The contracted pawns will perform crafting work here.","ui\00_message\tutorial_guide\steps\tutorial_guide_step131.gmd","\tguide\tutorial_guide_131.arc","tutorial_guide_131.arc","0"
"1","TUTORIAL_STEP_248","ゲームをより有利に進めるためには、
戦闘に役立つ武器・防具の作成や強化
が欠かせません

積極的に利用しましょう","To get the most out of the game, create and strengthen weapons and armor that will help you in battle.

Use them proactively!","ui\00_message\tutorial_guide\steps\tutorial_guide_step131.gmd","\tguide\tutorial_guide_131.arc","tutorial_guide_131.arc","1"
"0","TUTORIAL_STEP_119","<COL ffdc78>《クラフト》</COL>では
新しいアイテムの生産や、すでにある装備の
強化・改良が可能です

《クラフトルーム》にいる係官ソニアを
通じて、メインポーンがその作業にかかります","<COL ffdc78>Crafting</COL>allows you to produce new items, or to enhance and improve existing equipment.

The main pawn can do the work through the Craftsman Sonia in the Craft Room.","ui\00_message\tutorial_guide\steps\tutorial_guide_step132.gmd","\tguide\tutorial_guide_132.arc","tutorial_guide_132.arc","0"
"1","TUTORIAL_STEP_118","新しいアイテムを作る場合は
クラフトメニューの<COL ffdc78>《アイテム生産》</COL>から
作りたいアイテムを選びましょう

必要なものは、作業するメインポーンと
　　・素材アイテム
　　・作業費用
　　・作業時間　　　　　　の３つです

また、武器生産時に特質錬石を入れることで
性能をアップさせることができます","If you want to create a new item, go to the <COL ffdc78>""Craft Item""</COL> section in the crafting menu and select the item you want to make.

The three things you need are:
 - The main pawn that will do the work
 - Material items
 - Crafting costs
 - Crafting time

Also, by using special trait stones during weapon production, you can enhance its performance.","ui\00_message\tutorial_guide\steps\tutorial_guide_step132.gmd","\tguide\tutorial_guide_132.arc","tutorial_guide_132.arc","1"
"2","TUTORIAL_STEP_249","<COL ffdc78>ポーンはクラフトをこなすことで経験を積み
クラフトレベルがアップします</COL>

レベルアップすることで得たクラフトポイントにより
製作能力を成長させることができます

クラフトメニューの<COL ffdc78>《ステータス確認》</COL>から
伸ばしたい能力を選びましょう
","<COL ffdc78>Pawns can gain experience by completing crafts. Crafting level will increase as you accumulate experience. </COL>

By using the craft points obtained from leveling up, you can enhance your crafting abilities. 

In the crafting menu, select the ability you want to improve from <COL ffdc78><Status Check>.</COL>
","ui\00_message\tutorial_guide\steps\tutorial_guide_step132.gmd","\tguide\tutorial_guide_132.arc","tutorial_guide_132.arc","2"
"0","TUTORIAL_STEP_121","クラフトルームでは《アイテム生産》のほかに
<COL ffdc78>《装備の強化》や《クレスト装着》、《カラー変更》</COL>
といった装備品のカスタマイズが可能です

必要アイテムを集め、作業費を支払うことで
基本性能アップやおしゃれができるため
好みの装備に改良しましょう","In the Craft Room, in addition to ""Item Production"",
you can customize your equipment using <COL ffdc78>""Enhance Equipment"", ""Mount Crest"", ""Change Colour""</COL>.

By collecting the necessary items and paying for the work,
you can improve the basic performance and make it more stylish.
Improve your equipment to your liking!","ui\00_message\tutorial_guide\steps\tutorial_guide_step135.gmd","\tguide\tutorial_guide_135.arc","tutorial_guide_135.arc","0"
"1","TUTORIAL_STEP_120","＜装備の強化＞
　　素材アイテムを装備品に合成し
　　鍛えることで、グレード（★）を上げます
　　基本性能が大幅アップします

＜クレスト装着＞
　　特殊素材アイテム《クレスト》を装着
　　することで、性能、属性や追加効果など
　　さまざまな能力を付与できます
　　装着済みのクレストは破壊により外せます","<Enhance Equipment>
Material items are synthesized into equipment
and forged to increase their grade (★), greatly increasing their basic performance.

＜Mount Crest＞
Special material item ""Crest"" can be attached to give various abilities such as performance, attributes and additional effects.
Attached crests can be removed by destroying them.","ui\00_message\tutorial_guide\steps\tutorial_guide_step135.gmd","\tguide\tutorial_guide_135.arc","tutorial_guide_135.arc","1"
"2","TUTORIAL_STEP_251","＜カラー変更＞
　　特殊素材アイテム《染料》を使うことで
　　グレード（★１以上）の装備を染色できます
　　染料に対応したカラーにのみ変更可能です


<COL ffdc78>※各要素で対応する装備品カテゴリーが異なります</COL>
<COL ffdc78>※一部の装備品は要素に対応しないものがあります</COL>","<Change Colour> 
You can dye equipment of grade ★1 and above using special material items called ""dyes"". 
You can only change the colour to those compatible with the dye. 

<COL ffdc78>※The equipment categories supported by each element may vary.</COL>
<COL ffdc78>※Some equipment may not be compatible with any elements.</COL>","ui\00_message\tutorial_guide\steps\tutorial_guide_step135.gmd","\tguide\tutorial_guide_135.arc","tutorial_guide_135.arc","2"
"0","TUTORIAL_STEP_152","<COL ffdc78>《アチーブメント》</COL>は、
あなたがゲーム内で行ったさまざまな行動に
対して送られる達成の証です

敵の討伐、クエスト攻略、クラフトなど
多岐にわたりますので、ぜひ探してみてください

獲得したアチーブメントは【<KC UI_GAME_MENU>】
ゲームメニュー《キャラクター》の
《アチーブメント》で確認できます","<COL ffdc78>""Achievement""</COL> is a proof of achievement that is awarded to you for various actions you take in the game.

It includes defeating enemies, completing quests, crafting, and more, so please try to find them.

The achievements you have earned can be checked in the <KC UI_GAME_MENU>Game Menu under ""Character"" -> ""Achievements"".","ui\00_message\tutorial_guide\steps\tutorial_guide_step136.gmd","\tguide\tutorial_guide_136.arc","tutorial_guide_136.arc","0"
