"5","q60300500_00_3211","第二試練の場所へ向かう","Head to the location of the second test","ui\00_message\quest_info\q60300500_00.gmd","\quest\q60300500.arc","q60300500.arc","5"
"0","","何やらシェリーちゃんが
君に頼みたいことがあるらしいんだがね
ちょっと話を聞いてあげてくれないかい？","何やらシェリーちゃんが
君に頼みたいことがあるらしいんだがね
ちょっと話を聞いてあげてくれないかい？","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","42"
"0","q60301055_00_345","笑顔振りまくメリークリスマス＜１＞","笑顔振りまくメリークリスマス＜１＞","ui\00_message\quest_info\q60301055_00.gmd","\quest\q60301055.arc","q60301055.arc","0"
"1","q60301055_00_345","立派なクリスマスツリーを作るお手伝いをしよう","立派なクリスマスツリーを作るお手伝いをしよう","ui\00_message\quest_info\q60301055_00.gmd","\quest\q60301055.arc","q60301055.arc","1"
"2","q60301055_00_4778","＜Say＞で「メリークリスマス」と言う","＜Say＞で「メリークリスマス」と言う","ui\00_message\quest_info\q60301055_00.gmd","\quest\q60301055.arc","q60301055.arc","2"
"3","q60301055_00_4779","ニコラスと話をする","Speak to Nicholas","ui\00_message\quest_info\q60301055_00.gmd","\quest\q60301055.arc","q60301055.arc","3"
"4","q60301055_00_4780","アイザックに相談する","Consult with Isaac","ui\00_message\quest_info\q60301055_00.gmd","\quest\q60301055.arc","q60301055.arc","4"
"5","q60301055_00_4781","リンウッド付近に現れるエントを探す","リンウッド付近に現れるエントを探す","ui\00_message\quest_info\q60301055_00.gmd","\quest\q60301055.arc","q60301055.arc","5"
"6","q60301055_00_4782","遭遇したエントを討伐する","Defeat the encountered Ent","ui\00_message\quest_info\q60301055_00.gmd","\quest\q60301055.arc","q60301055.arc","6"
"7","q60301055_00_4783","エントの去った跡を調べる","エントの去った跡を調べる","ui\00_message\quest_info\q60301055_00.gmd","\quest\q60301055.arc","q60301055.arc","7"
"8","q60301055_00_4784","入手した大量の木材をニコラスに報告する","入手した大量の木材をニコラスに報告する","ui\00_message\quest_info\q60301055_00.gmd","\quest\q60301055.arc","q60301055.arc","8"
"9","q60301055_00_4785","＜輝く雪の大結晶＞を入手する","Obtain ""Sparkling Snow Large Crystal""","ui\00_message\quest_info\q60301055_00.gmd","\quest\q60301055.arc","q60301055.arc","9"
"10","q60301055_00_4786","ニコラスに報告する","ニコラスに報告する","ui\00_message\quest_info\q60301055_00.gmd","\quest\q60301055.arc","q60301055.arc","10"
"11","q60301055_00_4787","ニコラスに＜輝く雪の大結晶＞を20個納品する","ニコラスに＜輝く雪の大結晶＞を20個納品する","ui\00_message\quest_info\q60301055_00.gmd","\quest\q60301055.arc","q60301055.arc","11"
"12","q60301055_00_2786","(ﾒ|メ|め)(ﾘ|リ|り)(ｰ|ー).*(ｸ|ク|く)(ﾘ|リ|り)(ｽ|ス|す)(ﾏ|マ|ま)(ｽ|ス|す)","(ﾒ|メ|め)(ﾘ|リ|り)(ｰ|ー).*(ｸ|ク|く)(ﾘ|リ|り)(ｽ|ス|す)(ﾏ|マ|ま)(ｽ|ス|す)","ui\00_message\quest_info\q60301055_00.gmd","\quest\q60301055.arc","q60301055.arc","12"
"0","","ほっほっほ、久しぶりだな
今年もレスタニアにホリデーシーズンの
お知らせを運んできたぞ
さて、まずはいつもの挨拶からかな","ほっほっほ、久しぶりだな
今年もレスタニアにホリデーシーズンの
お知らせを運んできたぞ
さて、まずはいつもの挨拶からかな","ui\00_message\quest\q60301055.gmd","\quest\q60301055.arc","q60301055.arc","0"
"0","","さて、まずはいつもの挨拶からかな","さて、まずはいつもの挨拶からかな","ui\00_message\quest\q60301055.gmd","\quest\q60301055.arc","q60301055.arc","1"
"0","","ほっほっほ、メリークリスマス！
では本題に入ろう
今年のクリスマスプレゼントについてなんだが","ほっほっほ、メリークリスマス！
では本題に入ろう
今年のクリスマスプレゼントについてなんだが","ui\00_message\quest\q60301055.gmd","\quest\q60301055.arc","q60301055.arc","2"
"0","","この大陸中の子供たちに
手作りのクリスマスツリーを
プレゼントしようと思っておるのだ","この大陸中の子供たちに
手作りのクリスマスツリーを
プレゼントしようと思っておるのだ","ui\00_message\quest\q60301055.gmd","\quest\q60301055.arc","q60301055.arc","3"
"0","","しかしレスタニア中となるとそれはもう
大量のツリーが必要になる
そこで、お主の出番と言う訳だ","しかしレスタニア中となるとそれはもう
大量のツリーが必要になる
そこで、お主の出番と言う訳だ","ui\00_message\quest\q60301055.gmd","\quest\q60301055.arc","q60301055.arc","4"
"0","","ツリーになる適度な大きさの木を
大量に集める方法はないだろうか
木の枝を採取するだけでは到底間に合わん","ツリーになる適度な大きさの木を
大量に集める方法はないだろうか
木の枝を採取するだけでは到底間に合わん","ui\00_message\quest\q60301055.gmd","\quest\q60301055.arc","q60301055.arc","5"
"0","","お前さんは顔が広そうだが、知り合いの中に
この大陸の情報に詳しくて
木材のありかを知っていそうな人はいないかね","お前さんは顔が広そうだが、知り合いの中に
この大陸の情報に詳しくて
木材のありかを知っていそうな人はいないかね","ui\00_message\quest\q60301055.gmd","\quest\q60301055.arc","q60301055.arc","6"
"0","","どうにかして“大量の木材を手に入れる方法”
それを探してきてほしい
大陸中の情報に詳しいような人が
お前さんの知人にいないかね","どうにかして“大量の木材を手に入れる方法”
それを探してきてほしい
大陸中の情報に詳しいような人が
お前さんの知人にいないかね","ui\00_message\quest\q60301055.gmd","\quest\q60301055.arc","q60301055.arc","7"
"0","","俺に聞きたいこと？
いいぜ、俺の知る範囲内でなら
何でも答えようじゃないか","俺に聞きたいこと？
いいぜ、俺の知る範囲内でなら
何でも答えようじゃないか","ui\00_message\quest\q60301055.gmd","\quest\q60301055.arc","q60301055.arc","8"
"0","","――ふむ、大量の木を手に入れたい、と
確かに木材の“採取”だけじゃ時間がかかりすぎる
まあ、少々荒っぽい手段にはなるが
リンウッドの近くなら、あるいは――","――ふむ、大量の木を手に入れたい、と
確かに木材の“採取”だけじゃ時間がかかりすぎる
まあ、少々荒っぽい手段にはなるが
リンウッドの近くなら、あるいは――","ui\00_message\quest\q60301055.gmd","\quest\q60301055.arc","q60301055.arc","9"
"0","","あそこには稀にエントが出現するだろ？
確か、去年もあそこに出て騒ぎになったはずだ
アイツを狙えば、一度に大量の木材が
手に入ると思うんだが、どうだ？","あそこには稀にエントが出現するだろ？
確か、去年もあそこに出て騒ぎになったはずだ
アイツを狙えば、一度に大量の木材が
手に入ると思うんだが、どうだ？","ui\00_message\quest\q60301055.gmd","\quest\q60301055.arc","q60301055.arc","10"
"0","","おまけに、ここいらでは見かけない
巨大なエントもごく稀に出てくるそうだ
まあ、俺がこの目で見たことじゃあ無いがな","おまけに、ここいらでは見かけない
巨大なエントもごく稀に出てくるそうだ
まあ、俺がこの目で見たことじゃあ無いがな","ui\00_message\quest\q60301055.gmd","\quest\q60301055.arc","q60301055.arc","11"
"0","","リンウッドの近くだ
お前にとっては慣れた相手かもしれないが
油断はするなよ","リンウッドの近くだ
お前にとっては慣れた相手かもしれないが
油断はするなよ","ui\00_message\quest\q60301055.gmd","\quest\q60301055.arc","q60301055.arc","12"
"0","","特に、あそこにはエントの親玉みたいな
レアなエントも出現するって噂だ
まあ、俺がこの目で見たわけでも
実際に見たって奴を知ってるわけでもないがな","特に、あそこにはエントの親玉みたいな
レアなエントも出現するって噂だ
まあ、俺がこの目で見たわけでも
実際に見たって奴を知ってるわけでもないがな","ui\00_message\quest\q60301055.gmd","\quest\q60301055.arc","q60301055.arc","13"
"0","","おお、待っておったぞ！
こんなにたくさんの木を集めてきてくれるとは
やはりお前さんに相談してよかった","おお、待っておったぞ！
こんなにたくさんの木を集めてきてくれるとは
やはりお前さんに相談してよかった","ui\00_message\quest\q60301055.gmd","\quest\q60301055.arc","q60301055.arc","14"
"0","","木が集まったら、次は飾り付けだな
何か良い飾りになる物はないだろうか
定番といえば、球や星形のオーナメントだが――","木が集まったら、次は飾り付けだな
何か良い飾りになる物はないだろうか
定番といえば、球や星形のオーナメントだが――","ui\00_message\quest\q60301055.gmd","\quest\q60301055.arc","q60301055.arc","15"
"0","","わしらも3人で探してみるとしよう
お前さんも何か見つけたら知らせてくれ","わしらも3人で探してみるとしよう
お前さんも何か見つけたら知らせてくれ","ui\00_message\quest\q60301055.gmd","\quest\q60301055.arc","q60301055.arc","16"
"0","","魔物の習性を利用して
なにか良いものが拾えればいいのだが
全ての敵が光物が好きとは限らんからなぁ
こればかりは、一度倒してみなければ何とも言えん","魔物の習性を利用して
なにか良いものが拾えればいいのだが
全ての敵が光物が好きとは限らんからなぁ
こればかりは、一度倒してみなければ何とも言えん","ui\00_message\quest\q60301055.gmd","\quest\q60301055.arc","q60301055.arc","17"
